coeff_A,coeff_B,Interaction,Correlation,FACET Metric,Metric Type,Metric Value,x_val
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(A,B)",0.13172925139122219,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(B,A)",0.1349199716493047,1.0
1.0,3.0,0.0,0.5,Redundancy,Symmetric,0.13418676410809913,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(A,B)",0.017967381962749836,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(B,A)",0.0018328244335879989,1.0
1.0,3.0,0.0,0.5,Synergy,Symmetric,0.005730528931973475,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(A,B)",0.14226670964956406,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(B,A)",0.1446256323572835,1.0
1.0,3.0,0.0,0.5,Redundancy,Symmetric,0.14405405440581623,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(A,B)",0.02303621074689837,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(B,A)",0.001990489236091618,1.0
1.0,3.0,0.0,0.5,Synergy,Symmetric,0.006755376880492861,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(A,B)",0.11182315082803188,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(B,A)",0.11423512564748839,1.0
1.0,3.0,0.0,0.5,Redundancy,Symmetric,0.11368675026142705,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(A,B)",0.01908798649395608,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(B,A)",0.0017832299372268136,1.0
1.0,3.0,0.0,0.5,Synergy,Symmetric,0.005827587775751656,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(A,B)",0.13129547645027959,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(B,A)",0.1336279356982104,1.0
1.0,3.0,0.0,0.5,Redundancy,Symmetric,0.13308216011476406,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(A,B)",0.023261078472609515,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(B,A)",0.0018493888302183873,1.0
1.0,3.0,0.0,0.5,Synergy,Symmetric,0.006544502379884639,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(A,B)",0.13360760089713627,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(B,A)",0.13644462976795055,1.0
1.0,3.0,0.0,0.5,Redundancy,Symmetric,0.13581931191828214,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(A,B)",0.025015127910017466,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(B,A)",0.001961369820280469,1.0
1.0,3.0,0.0,0.5,Synergy,Symmetric,0.006990768410090637,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(A,B)",0.15938827298307806,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(B,A)",0.16311761651382106,1.0
1.0,3.0,0.0,0.5,Redundancy,Symmetric,0.162298112012005,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(A,B)",0.02048497669430876,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(B,A)",0.002184136349264727,1.0
1.0,3.0,0.0,0.5,Synergy,Symmetric,0.006668790604984364,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(A,B)",0.14190030368371423,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(B,A)",0.14454754098585332,1.0
1.0,3.0,0.0,0.5,Redundancy,Symmetric,0.1438967168546426,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(A,B)",0.014618522709041213,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(B,A)",0.0016372343129072789,1.0
1.0,3.0,0.0,0.5,Synergy,Symmetric,0.004883373860859313,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(A,B)",0.12619449018170778,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(B,A)",0.1278559108906122,1.0
1.0,3.0,0.0,0.5,Redundancy,Symmetric,0.12743788338215956,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(A,B)",0.02592404047278203,1.0
1.0,3.0,0.0,0.5,Synergy,"Asymmetric(B,A)",0.002227159140470469,1.0
1.0,3.0,0.0,0.5,Synergy,Symmetric,0.007584674298708663,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(A,B)",0.12058138270093366,1.0
1.0,3.0,0.0,0.5,Redundancy,"Asymmetric(B,A)",0.12368626341318263,1.0
1.0,3.0,0.0,0.5,Redundancy,Symmetric,0.12298447038754343,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(A,B)",0.02839592623784758,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(B,A)",0.002531943370958578,1.0
1.0,3.0,0.0,0.8,Synergy,Symmetric,0.008451010531184645,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(A,B)",0.5154329846949114,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(B,A)",0.5292288030257561,1.0
1.0,3.0,0.0,0.8,Redundancy,Symmetric,0.5260754960379025,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(A,B)",0.03509914838278333,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(B,A)",0.0031131430817447777,1.0
1.0,3.0,0.0,0.8,Synergy,Symmetric,0.01042281832819585,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(A,B)",0.4597384214666651,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(B,A)",0.47514763185781417,1.0
1.0,3.0,0.0,0.8,Redundancy,Symmetric,0.47162795204654195,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(A,B)",0.06203821978281528,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(B,A)",0.0034246592010502763,1.0
1.0,3.0,0.0,0.8,Synergy,Symmetric,0.014521680120303509,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(A,B)",0.4364708691123894,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(B,A)",0.4636419799535858,1.0
1.0,3.0,0.0,0.8,Redundancy,Symmetric,0.4584690246708243,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(A,B)",0.026328381501313208,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(B,A)",0.002380445241806094,1.0
1.0,3.0,0.0,0.8,Synergy,Symmetric,0.007888461887023456,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(A,B)",0.5257903344202157,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(B,A)",0.5387868777939929,1.0
1.0,3.0,0.0,0.8,Redundancy,Symmetric,0.535794658226521,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(A,B)",0.03514463023737354,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(B,A)",0.0029072664866855195,1.0
1.0,3.0,0.0,0.8,Synergy,Symmetric,0.010069647174966365,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(A,B)",0.4918078060844624,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(B,A)",0.5083181298507529,1.0
1.0,3.0,0.0,0.8,Redundancy,Symmetric,0.504644716932278,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(A,B)",0.03257889257848762,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(B,A)",0.00454320031939615,1.0
1.0,3.0,0.0,0.8,Synergy,Symmetric,0.01212355057786194,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(A,B)",0.5248649275171903,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(B,A)",0.5400174509377723,1.0
1.0,3.0,0.0,0.8,Redundancy,Symmetric,0.5359093615952617,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(A,B)",0.03035855795199078,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(B,A)",0.0030084884404968943,1.0
1.0,3.0,0.0,0.8,Synergy,Symmetric,0.009530530183743703,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(A,B)",0.4709196534446744,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(B,A)",0.48421427984400817,1.0
1.0,3.0,0.0,0.8,Redundancy,Symmetric,0.48103897762723735,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(A,B)",0.04119146521966929,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(B,A)",0.0032299328671955966,1.0
1.0,3.0,0.0,0.8,Synergy,Symmetric,0.011492167132445306,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(A,B)",0.49930865648022327,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(B,A)",0.5190660103163669,1.0
1.0,3.0,0.0,0.8,Redundancy,Symmetric,0.5147500470993532,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(A,B)",0.024767231234431322,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(B,A)",0.0025039472688691707,1.0
1.0,3.0,0.0,0.8,Synergy,Symmetric,0.007861059464361251,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(A,B)",0.48872682479297713,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(B,A)",0.49991646200136275,1.0
1.0,3.0,0.0,0.8,Redundancy,Symmetric,0.4972212292331479,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(A,B)",0.04881152010138704,1.0
1.0,3.0,0.0,0.8,Synergy,"Asymmetric(B,A)",0.004182518204221814,1.0
1.0,3.0,0.0,0.8,Synergy,Symmetric,0.014248137190871646,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(A,B)",0.5211187874218298,1.0
1.0,3.0,0.0,0.8,Redundancy,"Asymmetric(B,A)",0.5455442297773595,1.0
1.0,3.0,0.0,0.8,Redundancy,Symmetric,0.5400294314347441,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(A,B)",0.2058031550339385,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(B,A)",0.0261762239551458,1.0
1.0,3.0,1.0,0.2,Synergy,Symmetric,0.07315546239431887,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(A,B)",0.01854645285330233,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(B,A)",0.022669176621551705,1.0
1.0,3.0,1.0,0.2,Redundancy,Symmetric,0.021584537991550218,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(A,B)",0.14507040655866635,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(B,A)",0.023035776517020254,1.0
1.0,3.0,1.0,0.2,Synergy,Symmetric,0.05761938964370014,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(A,B)",0.012070528384455463,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(B,A)",0.013826621746701033,1.0
1.0,3.0,1.0,0.2,Redundancy,Symmetric,0.013335530935932054,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(A,B)",0.17746343008777388,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(B,A)",0.021761084703823555,1.0
1.0,3.0,1.0,0.2,Synergy,Symmetric,0.06205514815762095,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(A,B)",0.025341950047487773,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(B,A)",0.030193956885940513,1.0
1.0,3.0,1.0,0.2,Redundancy,Symmetric,0.0289448817242713,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(A,B)",0.22736354994708985,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(B,A)",0.026913691551158223,1.0
1.0,3.0,1.0,0.2,Synergy,Symmetric,0.07800498345074498,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(A,B)",0.030605455467150974,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(B,A)",0.03910700687210236,1.0
1.0,3.0,1.0,0.2,Redundancy,Symmetric,0.03687616444347376,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(A,B)",0.17764225787261537,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(B,A)",0.026823700723796993,1.0
1.0,3.0,1.0,0.2,Synergy,Symmetric,0.068907041391551,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(A,B)",0.01045933082073024,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(B,A)",0.012453669414572616,1.0
1.0,3.0,1.0,0.2,Redundancy,Symmetric,0.011888049373312932,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(A,B)",0.17210333056337837,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(B,A)",0.023940835365672267,1.0
1.0,3.0,1.0,0.2,Synergy,Symmetric,0.06406498021154575,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(A,B)",0.02481345327248863,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(B,A)",0.029301132373245147,1.0
1.0,3.0,1.0,0.2,Redundancy,Symmetric,0.028095888584212997,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(A,B)",0.22768390616953893,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(B,A)",0.026838056097136104,1.0
1.0,3.0,1.0,0.2,Synergy,Symmetric,0.07795996387116952,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(A,B)",0.015239282965508949,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(B,A)",0.019160456373094426,1.0
1.0,3.0,1.0,0.2,Redundancy,Symmetric,0.018165606675546505,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(A,B)",0.24567183633156073,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(B,A)",0.024207327536110393,1.0
1.0,3.0,1.0,0.2,Synergy,Symmetric,0.0769118227934629,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(A,B)",0.0076700072698135426,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(B,A)",0.009864266262409969,1.0
1.0,3.0,1.0,0.2,Redundancy,Symmetric,0.009338088363742647,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(A,B)",0.20687094535762743,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(B,A)",0.03114692182400851,1.0
1.0,3.0,1.0,0.2,Synergy,Symmetric,0.08002873872403131,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(A,B)",0.024446186538489165,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(B,A)",0.02965321073530569,1.0
1.0,3.0,1.0,0.2,Redundancy,Symmetric,0.028186138687698856,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(A,B)",0.17459240547376623,1.0
1.0,3.0,1.0,0.2,Synergy,"Asymmetric(B,A)",0.02038618852503423,1.0
1.0,3.0,1.0,0.2,Synergy,Symmetric,0.05955415095234359,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(A,B)",0.013892633416585604,1.0
1.0,3.0,1.0,0.2,Redundancy,"Asymmetric(B,A)",0.01662729994139099,1.0
1.0,3.0,1.0,0.2,Redundancy,Symmetric,0.015941492000630948,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(A,B)",0.2145108506885214,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(B,A)",0.019645796227098535,1.0
1.0,3.0,1.0,0.5,Synergy,Symmetric,0.0648382245832843,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(A,B)",0.0867332651149034,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(B,A)",0.10964868817374321,1.0
1.0,3.0,1.0,0.5,Redundancy,Symmetric,0.10430438480126555,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(A,B)",0.1901889173237864,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(B,A)",0.021978786605866926,1.0
1.0,3.0,1.0,0.5,Synergy,Symmetric,0.0645354399257749,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(A,B)",0.07490727898985478,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(B,A)",0.09136737891979424,1.0
1.0,3.0,1.0,0.5,Redundancy,Symmetric,0.08716467490319092,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(A,B)",0.15903895653652608,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(B,A)",0.017983376384717566,1.0
1.0,3.0,1.0,0.5,Synergy,Symmetric,0.053339025293469886,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(A,B)",0.06836735889633118,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(B,A)",0.08005919818446489,1.0
1.0,3.0,1.0,0.5,Redundancy,Symmetric,0.07713090794798143,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(A,B)",0.17580520247174036,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(B,A)",0.023140330152065926,1.0
1.0,3.0,1.0,0.5,Synergy,Symmetric,0.063684512956925,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(A,B)",0.0947728161613906,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(B,A)",0.11271859333608429,1.0
1.0,3.0,1.0,0.5,Redundancy,Symmetric,0.1079197593883283,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(A,B)",0.2269060378318112,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(B,A)",0.017058849607011043,1.0
1.0,3.0,1.0,0.5,Synergy,Symmetric,0.06205574781848959,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(A,B)",0.1020938466673873,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(B,A)",0.13013174212233572,1.0
1.0,3.0,1.0,0.5,Redundancy,Symmetric,0.12410846731928295,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(A,B)",0.19764891089995434,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(B,A)",0.024530801193830172,1.0
1.0,3.0,1.0,0.5,Synergy,Symmetric,0.06943992007260878,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(A,B)",0.06021686262265757,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(B,A)",0.07369437817373031,1.0
1.0,3.0,1.0,0.5,Redundancy,Symmetric,0.07016175681829341,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(A,B)",0.17385884282252376,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(B,A)",0.020131253907411283,1.0
1.0,3.0,1.0,0.5,Synergy,Symmetric,0.059043246132627264,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(A,B)",0.08488203919697207,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(B,A)",0.10091518609374381,1.0
1.0,3.0,1.0,0.5,Redundancy,Symmetric,0.0968569170074195,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(A,B)",0.18599165600802314,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(B,A)",0.01768916285916474,1.0
1.0,3.0,1.0,0.5,Synergy,Symmetric,0.057289551263872085,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(A,B)",0.08908750677958714,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(B,A)",0.10732836204294749,1.0
1.0,3.0,1.0,0.5,Redundancy,Symmetric,0.10303004248951622,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(A,B)",0.1662711400334928,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(B,A)",0.016517730707173547,1.0
1.0,3.0,1.0,0.5,Synergy,Symmetric,0.05231269169270163,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(A,B)",0.07619289785393792,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(B,A)",0.09029029519099882,1.0
1.0,3.0,1.0,0.5,Redundancy,Symmetric,0.08690101986925476,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(A,B)",0.1734513706092238,1.0
1.0,3.0,1.0,0.5,Synergy,"Asymmetric(B,A)",0.020720513900472116,1.0
1.0,3.0,1.0,0.5,Synergy,Symmetric,0.05983339378902545,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(A,B)",0.11981474673594918,1.0
1.0,3.0,1.0,0.5,Redundancy,"Asymmetric(B,A)",0.14327392223013655,1.0
1.0,3.0,1.0,0.5,Redundancy,Symmetric,0.1371937920404301,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(A,B)",0.12874759947062636,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(B,A)",0.013496414247142131,1.0
1.0,3.0,1.0,0.8,Synergy,Symmetric,0.04157708104816121,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(A,B)",0.41199666009261554,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(B,A)",0.46689157777807205,1.0
1.0,3.0,1.0,0.8,Redundancy,Symmetric,0.4534973111513516,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(A,B)",0.13599458527164415,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(B,A)",0.010512861262790756,1.0
1.0,3.0,1.0,0.8,Synergy,Symmetric,0.03766844093753138,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(A,B)",0.3285214425702091,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(B,A)",0.37709102394187083,1.0
1.0,3.0,1.0,0.8,Redundancy,Symmetric,0.36650149923903896,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(A,B)",0.1383325607949533,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(B,A)",0.015671095053116285,1.0
1.0,3.0,1.0,0.8,Synergy,Symmetric,0.04642253402399102,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(A,B)",0.3453977982135996,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(B,A)",0.3951705395441708,1.0
1.0,3.0,1.0,0.8,Redundancy,Symmetric,0.3826050181759318,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(A,B)",0.12015170412758316,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(B,A)",0.011796062034529965,1.0
1.0,3.0,1.0,0.8,Synergy,Symmetric,0.037572880704124775,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(A,B)",0.380115680548932,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(B,A)",0.4276265751110055,1.0
1.0,3.0,1.0,0.8,Redundancy,Symmetric,0.41634155946620005,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(A,B)",0.14574189521954117,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(B,A)",0.013190309546185273,1.0
1.0,3.0,1.0,0.8,Synergy,Symmetric,0.04370601764709378,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(A,B)",0.3383298270606933,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(B,A)",0.3913803763772792,1.0
1.0,3.0,1.0,0.8,Redundancy,Symmetric,0.37913577476295623,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(A,B)",0.12191257672455992,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(B,A)",0.013663603791135324,1.0
1.0,3.0,1.0,0.8,Synergy,Symmetric,0.04065838961631492,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(A,B)",0.3513957221040834,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(B,A)",0.395754543055475,1.0
1.0,3.0,1.0,0.8,Redundancy,Symmetric,0.38461523636205447,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(A,B)",0.15560834361091966,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(B,A)",0.013403229905546042,1.0
1.0,3.0,1.0,0.8,Synergy,Symmetric,0.0454529970245051,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(A,B)",0.319604647049835,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(B,A)",0.373546626578875,1.0
1.0,3.0,1.0,0.8,Redundancy,Symmetric,0.3613418881324154,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(A,B)",0.16184645992266508,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(B,A)",0.014926759665157097,1.0
1.0,3.0,1.0,0.8,Synergy,Symmetric,0.04902977539062214,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(A,B)",0.32945693345034077,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(B,A)",0.3880940077968394,1.0
1.0,3.0,1.0,0.8,Redundancy,Symmetric,0.37440302038333306,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(A,B)",0.1699126405423159,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(B,A)",0.012775927472660688,1.0
1.0,3.0,1.0,0.8,Synergy,Symmetric,0.04636187016328518,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(A,B)",0.28622690521589766,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(B,A)",0.34077025860140514,1.0
1.0,3.0,1.0,0.8,Redundancy,Symmetric,0.3290442384072698,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(A,B)",0.09158357225889706,1.0
1.0,3.0,1.0,0.8,Synergy,"Asymmetric(B,A)",0.010870501653712637,1.0
1.0,3.0,1.0,0.8,Synergy,Symmetric,0.0314382773707701,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(A,B)",0.4074450912829427,1.0
1.0,3.0,1.0,0.8,Redundancy,"Asymmetric(B,A)",0.4436310607746741,1.0
1.0,3.0,1.0,0.8,Redundancy,Symmetric,0.4343461932781244,1.0
1.0,3.0,2.0,0.2,Synergy,"Asymmetric(A,B)",0.4634034234225588,1.0
1.0,3.0,2.0,0.2,Synergy,"Asymmetric(B,A)",0.07916568663942067,1.0
1.0,3.0,2.0,0.2,Synergy,Symmetric,0.1912760476317144,1.0
1.0,3.0,2.0,0.2,Redundancy,"Asymmetric(A,B)",0.008605492673738115,1.0
1.0,3.0,2.0,0.2,Redundancy,"Asymmetric(B,A)",0.01452623808658515,1.0
1.0,3.0,2.0,0.2,Redundancy,Symmetric,0.01279794790642004,1.0
1.0,3.0,2.0,0.2,Synergy,"Asymmetric(A,B)",0.4223102342849868,1.0
1.0,3.0,2.0,0.2,Synergy,"Asymmetric(B,A)",0.07698133230989104,1.0
1.0,3.0,2.0,0.2,Synergy,Symmetric,0.18014704646397944,1.0
1.0,3.0,2.0,0.2,Redundancy,"Asymmetric(A,B)",0.013819399239372119,1.0
1.0,3.0,2.0,0.2,Redundancy,"Asymmetric(B,A)",0.0220162059346694,1.0
1.0,3.0,2.0,0.2,Redundancy,Symmetric,0.019581271786867017,1.0
1.0,3.0,2.0,0.2,Synergy,"Asymmetric(A,B)",0.47876867954196933,1.0
1.0,3.0,2.0,0.2,Synergy,"Asymmetric(B,A)",0.08754125872122132,1.0
1.0,3.0,2.0,0.2,Synergy,Symmetric,0.20427812443092805,1.0
1.0,3.0,2.0,0.2,Redundancy,"Asymmetric(A,B)",0.016813488403272566,1.0
1.0,3.0,2.0,0.2,Redundancy,"Asymmetric(B,A)",0.029360211769712388,1.0
